REDAME_file,Heading,Contents,Codes with >= 2 votes
https://github.com/hobmgcode/you-get,### Search on Google Videos and download,"  You can pass literally anything to you-get. If it isn't a valid URL, you-get will do a Google search and download the most relevant video for you. (It might not be exactly the thing you wish to see, but still very likely.) $ you-get ""Richard Stallman eats""
",3
https://github.com/hobmgcode/you-get,### Pause and resume a download,"  You may use Ctrl+C to interrupt a download. A temporary .download file is kept in the output directory. Next time you run you-get with the same arguments, the download progress will resume from the last session. In case the file is completely downloaded (the temporary .download extension is gone), you-get will just skip the download. To enforce re-downloading, use the --force/-f option. (Warning: doing so will overwrite any existing file or temporary file with the same name!)",3
https://github.com/hobmgcode/you-get,### Set the path and name of downloaded file,"  Use the --output-dir/-o option to set the path, and --output-filename/-O to set the name of the downloaded file: $ you-get -o ~/Videos -O zoo.webm 'https://www.youtube.com/watch?v=jNQXAC9IVRw'
 Tips: 
These options are helpful if you encounter problems with the default video titles, which may contain special characters that do not play well with your current shell / operating system / filesystem.
These options are also helpful if you write a script to batch download files and put them into designated folders with designated names.
",3
https://github.com/hobmgcode/you-get,### Proxy settings,"  You may specify an HTTP proxy for you-get to use, via the --http-proxy/-x option: $ you-get -x 127.0.0.1:8087 'https://www.youtube.com/watch?v=jNQXAC9IVRw'
 However, the system proxy setting (i.e. the environment variable http_proxy) is applied by default. To disable any proxy, use the --no-proxy option. Tips: 
If you need to use proxies a lot (in case your network is blocking certain sites), you might want to use you-get with proxychains and set alias you-get=""proxychains -q you-get"" (in Bash).
For some websites (e.g. Youku), if you need access to some videos that are only available in mainland China, there is an option of using a specific proxy to extract video information from the site: --extractor-proxy/-y.
",3
https://github.com/hobmgcode/you-get,### Watch a video,"  Use the --player/-p option to feed the video into your media player of choice, e.g. mplayer or vlc, instead of downloading it: $ you-get -p vlc 'https://www.youtube.com/watch?v=jNQXAC9IVRw'
 Or, if you prefer to watch the video in a browser, just without ads or comment section: $ you-get -p chromium 'https://www.youtube.com/watch?v=jNQXAC9IVRw'
 Tips: 
It is possible to use the -p option to start another download manager, e.g., you-get -p uget-gtk 'https://www.youtube.com/watch?v=jNQXAC9IVRw', though they may not play together very well.
",3
https://github.com/hobmgcode/you-get,### Load cookies,"  Not all videos are publicly available to anyone. If you need to log in your account to access something (e.g., a private video), it would be unavoidable to feed the browser cookies to you-get via the --cookies/-c option. Note: 
As of now, we are supporting two formats of browser cookies: Mozilla cookies.sqlite and Netscape cookies.txt.
",3
https://github.com/hobmgcode/you-get,### Reuse extracted data,"  Use --url/-u to get a list of downloadable resource URLs extracted from the page. Use --json to get an abstract of extracted data in the JSON format. Warning: 
For the time being, this feature has NOT been stabilized and the JSON schema may have breaking changes in the future.
",3
https://github.com/hobmgcode/you-get,## Supported Sites,"  


Site
URL
Videos?
Images?
Audios?




YouTube
https://www.youtube.com/
�?



Twitter
https://twitter.com/
�?�?


VK
http://vk.com/
�?



Vine
https://vine.co/
�?



Vimeo
https://vimeo.com/
�?



Vidto
http://vidto.me/
�?



Videomega
http://videomega.tv/
�?



Veoh
http://www.veoh.com/
�?



Tumblr
https://www.tumblr.com/
�?�?�?

TED
http://www.ted.com/
�?



SoundCloud
https://soundcloud.com/


�?

Pinterest
https://www.pinterest.com/

�?


MusicPlayOn
http://en.musicplayon.com/
�?



MTV81
http://www.mtv81.com/
�?



Mixcloud
https://www.mixcloud.com/


�?

Metacafe
http://www.metacafe.com/
�?



Magisto
http://www.magisto.com/
�?



Khan Academy
https://www.khanacademy.org/
�?



JPopsuki TV
http://www.jpopsuki.tv/
�?



Internet Archive
https://archive.org/
�?



Instagram
https://instagram.com/
�?�?


Imgur
http://imgur.com/

�?


Heavy Music Archive
http://www.heavy-music.ru/


�?

Google+
https://plus.google.com/
�?�?


Freesound
http://www.freesound.org/


�?

Flickr
https://www.flickr.com/
�?�?


FC2 Video
http://video.fc2.com/
�?



Facebook
https://www.facebook.com/
�?



eHow
http://www.ehow.com/
�?



Dailymotion
http://www.dailymotion.com/
�?



CBS
http://www.cbs.com/
�?



Bandcamp
http://bandcamp.com/


�?

AliveThai
http://alive.in.th/
�?



interest.me
http://ch.interest.me/tvn
�?



755ナナゴーゴー
http://7gogo.jp/
�?�?


niconicoニコニコ動画
http://www.nicovideo.jp/
�?



163网易视频网易云音�?http://v.163.com/http://music.163.com/
�?
�?

56�?http://www.56.com/
�?



AcFun
http://www.acfun.tv/
�?



Baidu百度贴吧
http://tieba.baidu.com/
�?�?


爆米花网
http://www.baomihua.com/
�?



bilibili哔哩哔哩
http://www.bilibili.com/
�?



Dilidili
http://www.dilidili.com/
�?



豆瓣
http://www.douban.com/


�?

斗鱼
http://www.douyutv.com/
�?



凤凰视频
http://v.ifeng.com/
�?



风行�?http://www.fun.tv/
�?



iQIYI爱奇�?http://www.iqiyi.com/
�?



激动网
http://www.joy.cn/
�?



�?�?http://www.ku6.com/
�?



酷狗音乐
http://www.kugou.com/


�?

酷我音乐
http://www.kuwo.cn/


�?

乐视�?http://www.letv.com/
�?



荔枝FM
http://www.lizhi.fm/


�?

秒拍
http://www.miaopai.com/
�?



MioMio弹幕�?http://www.miomio.tv/
�?



痞客�?https://www.pixnet.net/
�?



PPTV聚力
http://www.pptv.com/
�?



齐鲁�?http://v.iqilu.com/
�?



QQ腾讯视频
http://v.qq.com/
�?



阡陌视频
http://qianmo.com/
�?



Sina新浪视频微博秒拍视频
http://video.sina.com.cn/http://video.weibo.com/
�?



Sohu搜狐视频
http://tv.sohu.com/
�?



天天动听
http://www.dongting.com/


�?

Tudou土豆
http://www.tudou.com/
�?



虾米
http://www.xiami.com/


�?

阳光卫视
http://www.isuntv.com/
�?



音悦Tai
http://www.yinyuetai.com/
�?



Youku优酷
http://www.youku.com/
�?



战旗TV
http://www.zhanqi.tv/lives
�?



央视�?http://www.cntv.cn/
�?



 For all other sites not on the list, the universal extractor will take care of finding and downloading interesting resources from the page.",6
https://github.com/hobmgcode/you-get,### Known bugs,"  If something is broken and you-get can't get you things you want, don't panic. (Yes, this happens all the time!) Check if it's already a known problem on https://github.com/soimort/you-get/wiki/Known-Bugs, and search on the list of open issues. If it has not been reported yet, open a new issue, with detailed command-line output attached.",3
https://github.com/hobmgcode/you-get,## Getting Involved,"  You can reach us on the Gitter channel #soimort/you-get (here's how you set up your IRC client for Gitter). If you have a quick question regarding you-get, ask it there. All kinds of pull requests are welcome. However, there are a few guidelines to follow: 
The develop branch is where your pull request should go.
Remember to rebase.
Document your PR clearly, and if applicable, provide some sample links for reviewers to test with.
Write well-formatted, easy-to-understand commit messages. If you don't know how, look at existing ones.
We will not ask you to sign a CLA, but you must assure that your code can be legally redistributed (under the terms of the MIT license).
",7
https://github.com/hobmgcode/you-get,## Legal Issues,"  This software is distributed under the MIT license. In particular, please be aware that 
THE SOFTWARE IS PROVIDED ""AS IS"", WITHOUT WARRANTY OF ANY KIND, EXPRESS OR
IMPLIED, INCLUDING BUT NOT LIMITED TO THE WARRANTIES OF MERCHANTABILITY,
FITNESS FOR A PARTICULAR PURPOSE AND NONINFRINGEMENT. IN NO EVENT SHALL THE
AUTHORS OR COPYRIGHT HOLDERS BE LIABLE FOR ANY CLAIM, DAMAGES OR OTHER
LIABILITY, WHETHER IN AN ACTION OF CONTRACT, TORT OR OTHERWISE, ARISING FROM,
OUT OF OR IN CONNECTION WITH THE SOFTWARE OR THE USE OR OTHER DEALINGS IN THE
SOFTWARE.
 Translated to human words: In case your use of the software forms the basis of copyright infringement, or you use the software for any other illegal purposes, the authors cannot take any responsibility for you. We only ship the code here, and how you are going to use it is left to your own discretion.",5
https://github.com/hobmgcode/you-get,## Authors,"  Made by @soimort, who is in turn powered by �? 🍕 and 🍜. You can find the list of all contributors here.",5
https://github.com/openube/ML-From-Scratch,# Machine Learning From Scratch,"Python implementations of various Machine Learning models and algorithms from scratch.

While some of the matrix operations that are implemented by hand (such as calculation of covariance matrix) are available in numpy I have decided to add these as well to make sure that I understand how the linear algebra is applied.

The purpose of this project is purely self-educational.",1
https://github.com/openube/ML-From-Scratch,##Current implementations:,,1
https://github.com/openube/ML-From-Scratch,####Supervised Learning:,"Adaboost
Decision Tree
K Nearest Neighbors
Linear Discriminant Analysis
Linear Regression
Logistic Regression
Multi-class Linear Discriminant Analysis
Multilayer Perceptron
Naive Bayes
Perceptron
Random Forest
Ridge Regression
Support Vector Machine",1
https://github.com/openube/ML-From-Scratch,####Unsupervised Learning:,"Gaussian Mixture Model
Principal Component Analysis
K-Means",1
https://github.com/paarthenon/DefinitelyTyped,# DefinitelyTyped [![Build Status](https://travis-ci.org/DefinitelyTyped/DefinitelyTyped.png?branch=master)](https://travis-ci.org/DefinitelyTyped/DefinitelyTyped),"  
The repository for high quality TypeScript type definitions.
 For more information see the definitelytyped.org website.",16
https://github.com/paarthenon/DefinitelyTyped,## Usage,"  Include a line like this: /// <reference path=""jquery.d.ts"" />",3
https://github.com/paarthenon/DefinitelyTyped,## Contributions,  DefinitelyTyped only works because of contributions by users like you! Please see the contribution guide on how to contribute to DefinitelyTyped.,7
https://github.com/paarthenon/DefinitelyTyped,## How to get the definitions,"  
Directly from the GitHub repos
NuGet packages
Typings - TypeScript Definition Manager
",6
https://github.com/paarthenon/DefinitelyTyped,## List of definitions,"  
See CONTRIBUTORS.md
",6
https://github.com/paarthenon/DefinitelyTyped,## Requested definitions,  Here are the currently requested definitions.,6
https://github.com/paarthenon/DefinitelyTyped,## License,  This project is licensed under the MIT license. Copyrights on the definition files are respective of each contributor listed at the beginning of each definition file. ,5
https://github.com/mraimi/insight2,##Implementation details,,1
https://github.com/mraimi/insight2,##Calculating the median,,1
https://github.com/appirits/awesome_admin_layout,# AwesomeAdminLayout," 
 AwesomeAdminLayout provides a simple way to add admin panel layout to your application.",1
https://github.com/appirits/awesome_admin_layout,## Installation,  Add this line to your application's Gemfile: gem 'awesome_admin_layout' And then execute: $ bundle Or install it yourself as: $ gem install awesome_admin_layout,3
https://github.com/appirits/awesome_admin_layout,## Usage,"  
Ruby on Rails
Sinatra
",3
https://github.com/appirits/awesome_admin_layout,### a. Ruby on Rails,"  

Install font-awesome-rails and jquery-rails.


Import a style in app/assets/stylesheets/application.scss:

 @import ""awesome_admin_layout""; 
Require a script in app/assets/javascripts/application.coffee:
 #= require awesome_admin_layout 
Create a file into app/navigations.
And writing the definitions as follows:
 #
# NOTE: if you only use this layout in admin controller,
#       you can write like this:
#
#       `AwesomeAdminLayout.define(only: Admin::ApplicationController)`
#
AwesomeAdminLayout.define do |controller|
  navigation do
    brand 'AwesomeAdminLayout' do
      external_link controller.root_path
    end

    item 'Dashboard' do
      link controller.dashboard_path
      icon 'dashboard'
    end

    item 'Orders' do
      link controller.orders_path
      icon 'shopping-cart'
      active true
    end

    item 'Products' do
      nest :products
      icon 'cube'
      badge true
    end

    item 'Users' do
      link controller.users_path
      icon 'user'
    end

    item 'Promotions' do
      link controller.promotions_path
      icon 'bullhorn'
    end

    item 'Analytics' do
      link controller.analytics_path
      icon 'bar-chart'
      badge true
    end

    divider

    item 'Store' do
      nest :store
      icon 'home'
    end

    divider

    item 'Extentions' do
      link controller.extentions_path
      icon 'puzzle-piece'
      badge 10
    end

    item 'Settings' do
      link controller.settings_path
      icon 'cog'
    end

    flex_divider

    item current_user.email do
      nest :profile
      icon 'gift'
    end
  end

  navigation :products do
    brand 'Products'

    item 'Products' do
      link controller.products_path
    end

    item 'Stocks' do
      link controller.stocks_path
    end

    item 'Categories' do
      link controller.categories_path
    end
  end

  navigation :store do
    brand 'Store' do
      external_link '/#external'
    end

    item 'Pages' do
      link controller.pages_path
    end

    item 'Links' do
      link controller.links_path
    end

    item 'Themes' do
      link controller.themes_path
    end
  end

  navigation :profile do
    brand current_user.email

    item 'Edit Profile' do
      link controller.edit_user_path(current_user)
    end

    item 'Logout' do
      link controller.destroy_user_session_path, method: :delete
    end
  end
end 
Use the helper method in your views.
 <%= render_admin_layout do %>
  <%# Put your main contents ... %>
<% end %>",3
https://github.com/appirits/awesome_admin_layout,### b. Sinatra,  pending...,3
https://github.com/appirits/awesome_admin_layout,## Development,"  To set up a dummy application for development, simply do: $ cd test/dummy
$ bundle exec ruby sinatra_app.rb And go to your browser and open http://localhost:4567.",3
https://github.com/appirits/awesome_admin_layout,## Contributing,"  
Fork it ( https://github.com/appirits/awesome_admin_layout/fork )
Create your feature branch (git checkout -b my-new-feature)
Commit your changes (git commit -am 'Add some feature')
Push to the branch (git push origin my-new-feature)
Create a new Pull Request
",7
https://github.com/johabu/simple_rsa,# README for simple\_rsa," Developed by Johabu http://johabu.spheniscida.de; http://github.com/johabu
This file is part of simple_rsa.
simple_rsa is free software; you can modify it or redistribute it
under the terms of the GNU General Public License as published by
the Free Software Foundation http://www.fsf.org, either version 3,
or (at your option) any later version.
See http://www.gnu.org/licenses for the license, if you haven't received a copy of it (GNU_GPL.txt).
simple_rsa is distributed without any warranty! simple_rsa is a very simple implementation of the basic RSA encryption algorithm",15
https://github.com/johabu/simple_rsa,## IMPORTANT NOTE,"  This program does NOT fulfil any safety standards! It should NOT be used for real
encryption, because it does not provide any safety! This program is only written
for teaching purposes. simple_rsa is distributed without any warranty!",1
https://github.com/johabu/simple_rsa,## Platforms,"  simple_rsa should work on most platforms, but has been tested on Linux amd64 system using gcc",3
https://github.com/johabu/simple_rsa,## Installing,"  To install simple_rsa, you have to compile it, for instance with GCC: gcc -W -Wall -o RSA simple_rsa.c -lm
",3
https://github.com/johabu/simple_rsa,## Using,"  simple_rsa is able to create a RSA key pair including public and private key.
While key generation important variables of the generation process are displayed.
(See http://en.wikipedia.org/wiki/RSA_(cryptosystem) for RSA algorithm) To start simple_rsa, just type the following command in a shell RSA
",36
https://github.com/juhniorsantos/laravel-authentication-acl,# laravel-authentication-acl,,1
https://github.com/juhniorsantos/laravel-authentication-acl,####Main features:,,1
https://github.com/juhniorsantos/laravel-authentication-acl,####Interested in some new feature?,,7
https://github.com/DuncanAForbes/quantlib,# Contributing," Contributing is easy. Get a GitHub account if you don't have it
already and clone this repository with the ""Fork"" button in the top
right corner of this page. Check out your clone to your machine, code
away, push your changes to your clone and submit a pull request;
instructions are available at
https://help.github.com/articles/fork-a-repo.
(In case you need them, more detailed instructions for creating pull requests are at
https://help.github.com/articles/using-pull-requests,
and a basic guide to GitHub is at
https://guides.github.com/activities/hello-world/.) It's likely that we won't merge your code right away, and we'll ask
for some changes instead. Don't be discouraged! That's normal; the
library is complex, and thus it might take some time to become
familiar with it and to use it in an idiomatic way. We're looking forward to your contributions.",7
https://github.com/ishitach/gtg,# Getting Things GNOME!,"  Getting Things GNOME! (GTG) is a personal tasks and TODO list items organizer
for the GNOME desktop environment inspired by the Getting Things Done (GTD)
methodology. GTG is designed with flexibility, adaptability, and ease of use
in mind so it can be used as more than just GTD software. GTG is intended to help you track everything you need to do and need to know,
from small tasks to large projects.",1
https://github.com/ishitach/gtg,## Dependencies,"  GTG depends on the following packages: 
Python, version 3.0 or above
PyGTK
python-support
python-xdg
python-dbus
python-liblarch
yelp (to read GTG documentation)
 Please refer to your system documentation for information on how to install
these modules if they're not currently available. To install the all the required packages providing the basic features on
Debian-based systems, execute the following command:
$ sudo apt-get install python-support python-gtk2 python-gnome2 
python-glade2 python-xdg python-dbus python-liblarch yelp There are additional plugins (modules for extending the user interface) and
synchronization services (modules for importing/exporting tasks from/to
external services) which needs additional packages to work correctly.",3
https://github.com/ishitach/gtg,### Dependencies for Plugins,"  ""Bugzilla"" plugin dependencies: 
python-bugz
 ""Export and print"" plugin dependencies: 
python-cheetah
pdflatex
pdftk
pdfjam
 Installable on Debian-based system via
$ sudo apt-get install python-cheetah pdftk pdfjam texlive-latex-base ""Geolocalized tasks"" plugin is not maintained for a long time and needs to be
rewritten from scratch. Dependencies: 
python-geoclue
python-clutter
python-clutter-gtk
python-champlain
python-champlain-gtk
 ""Hamster Time Tracker Integration"" plugin needs a running instance of Hamster. ""Notification area"" plugin has only an optional dependence for systems
which supports indicators: 
python-appindicator
 ""Send task via email"" plugin does not have any external dependencies. ""Closed tasks remover"" plugin does not have any external dependencies. ""Tomboy/Gnote"" plugin needs a running instance of Tomboy or Gnote.
python-dbus ""Urgency Color"" plugin does not have any external dependencies.",3
https://github.com/ishitach/gtg,### Dependencies for Synchronization Services,"  Evolution synchronization service has dependencies: 
python-evolution
python-dateutil
 Because of a bug in PyGTK (see https://bugs.launchpad.net/gtg/+bug/936183),
the synchronization service freezes GTG and the synchronization service can't be used. MantisBT synchronization service has a dependency: 
python-suds
 Launchpad synchronization service has a dependency: 
python-launchpadlib
 Gnote and Tomboy synchronization services has no external dependency. Identica and Twitter synchronization services are shipped with the local
version of Tweety library. Remember the Milk synchronization service is shipped with a library for RTM api. It has an external dependency: 
python-dateutil
 Remember the Milk is not maintained for a long time and might be potentially harmful.",3
https://github.com/ishitach/gtg,## Installing and Running,"  To install GTG, either unpack the tarball: $ tar xzvf gtg.tar.gz
 or check out our bazaar branch for a development version (we try to keep those
unbroken and ready for production use): $ bzr branch lp:gtg
 To run GTG, either execute it directly from the source folder: $ cd gtg/
$ ./gtg
 or install it system-wide (must install as root to install system-wide): $ cd gtg
$ sudo python setup.py install # must be root to install system-wide
$ gtg
",3
https://github.com/ishitach/gtg,### How To Use GTG?,"  Please refer to our documentation to get a thorough explanation on how GTG
works. To do this, you will need the yelp help viewer. On Debian-based systems, you
can install yelp by executing this command: $ sudo apt-get install yelp
 You can then view the documentation either by accessing it through GTG (press
F1 or use the help menu), or by using the command line using the following
command: $ yelp help:gtg
 If you want to read the documentation directly from the source code, use
this command (from the source root dir): $ yelp docs/userdoc/C/index.page
",3
https://github.com/ishitach/gtg,### Using GTG from the command line,"  GTG provides two command line tools that allows to interact with GTG: 
gtcli
gtg_new_task
 gtcli provides many options to display, list or edit tasks. gtg_new_task
provides a GTG command line client that allows to easily add tasks. If you want to know more about how to use these tools, please refer to the
tools man page. If you have installed gtg, you can access those by executing: $ man gtcli
$ man gtg_new_task
",3
https://github.com/ishitach/gtg,## Want to know more?,"  
GTG Website: http://gtgnome.net/
GTG project page on Launchpad: https://launchpad.net/gtg
GTG Wiki: http://live.gnome.org/gtg/
GTG developer's documentation: http://gtg.readthedocs.org/en/latest/index.html
 Feel free to join our user mailing-list to receive news about GTG. You can
register on this mailing-list from this page: https://launchpad.net/~gtg-user Thanks for using GTG!",6
https://github.com/eyolfson/research-2016-ecoop-artifact,# ECOOP 2016 Artifact," Our tool adds a new sanitizer to clang, a const sanitizer. This sanitizer
verifies that instances of const are treated as transitively immutable. Our
tool will display a warning for any write through a const type qualifier,
even if a field is explictly const. The goal of our tool is to investigate
how developers use const in programs.",1
https://github.com/eyolfson/research-2016-ecoop-artifact,## Content,"  
Virtual Machine Package
Virtual Machine Package (VDI)
Included Modified LLVM Sources
Included Modified Clang Sources
Included Modified compiler-rt Sources
",1
https://github.com/eyolfson/research-2016-ecoop-artifact,## Virtual Machine,"  Note that these instructions assume the non-VDI image, running on QEMU. For
Windows users, download the VDI image and use VirtualBox. After the Virtual
Machine is running, the instructions are identical. There is an example
virtual machine already
setup. The username and password to this VM are both ecoop-2016. To run the
VM, with QEMU, do the following: qemu-system-x86_64 -enable-kvm -m 2048 -drive file=ecoop-2016.qcow2,format=qcow2
 The login information you'll always want to use is: Username: ecoop-2016
Password: ecoop-2016
 This VM should have all the requirements needed to run all of the experiments.
If you want to SSH into the VM from your host, use the following: qemu-system-x86_64 -enable-kvm -m 2048 -drive file=ecoop-2016.qcow2,format=qcow2 -net user,hostfwd=tcp::10022-:22 -net nic
 Then from your host machine do: ssh ecoop-2016@localhost -p10022
 Note that the VM needs to be connected to the internet in order for some
packages to build.",3
https://github.com/eyolfson/research-2016-ecoop-artifact,## Building (Optional),"  If you are using the VM image that we've distributed, the clang++ executable on
that VM points to a prebuilt version of our tool. However, we've included the
sources and you can build your own clang++ from scratch as follows. Ensure you have the base-devel group installed and the multilib repository
enabled. Afterwards you can build the package in the standard Arch Linux
fashion: cd ~/abs
makepkg -s
 After building the tool, you can use our set of 16 small test cases
you run to ensure the tool works correctly. Navigate to the test
directory to see these tests: cd ~/abs/src/llvm-csan-0.0.1/projects/compiler-rt/test/csan
 Note: if you haven't built the tool, this directory will not exist, do the
following first: cd ~/abs
makepkg -o
 The expected test results are embedded within the source files themselves. Any
lines with CHECK are expected to occur on stderr when the source file is
compiled and run with our tool enabled. Any lines beginning with CHECK-NOT
should not occur when our tool is used. To run all the tests do the following: cd ~/abs/src/llvm-csan-0.0.1/build
make check-csan
 Note 1: you must have built the tool in order to run make check-csan! Note 2: for the timing results in the paper, ran a debug version of the tool.
To build a debug version, follow these steps: cd ~/abs
makepkg -s -p PKGBUILD-debug
 Then replace the current version of our packages with these debugging ones with: pacman -U *.pkg.tar.xz
",3
https://github.com/eyolfson/research-2016-ecoop-artifact,### Manually Running Tests,"  Instead of automatically running the tests with make check-csan (and not getting much feedback,
due to the LLVM testing framework), you can also manually run the tests. You do need to
cd ~/abs; makepkg -o as described above, though. To manually run them yourself do the following: cd ~
clang++ -fsanitize=const -g ~/abs/src/llvm-csan-0.0.1/projects/compiler-rt/test/csan/const-object.cc -o const-object
./const-object
 You may explore all the other tests by exploring
~/abs/src/llvm-csan-0.0.1/projects/compiler-rt/test/csan and running them in
a similar manner.",3
https://github.com/eyolfson/research-2016-ecoop-artifact,## Usage,"  To use the tool, use clang++ as you normally would, but add the
flags -fsanitize=const -g. You should get more precise results if
you disable optimizations and include the frame pointer with -O0 -fno-omit-frame-pointer. To run the example given in Listing 1 of the
paper, do the following: cd ~/examples
clang++ -std=c++11 -fsanitize=const -g listing-1.cpp
 You can run the resulting executable as ./a.out and you should see a
warning. To write to an external log file, use the log_path option. For
example, to log the results to a file called listing-1.log do the following: CSAN_OPTIONS=log_path=listing-1.log ./a.out
 After running the program again, there should be no extra output on stderr
and there should be a listing-1.log.XXXXX file in the current directory where
XXXXX are random numbers. Feel free to try it out!",3
https://github.com/eyolfson/research-2016-ecoop-artifact,## Implementation,"  Note that to browse the implementation you have to have the sources extracted.
To extract the sources, do the following: cd ~/abs
makepkg -o
 The first part of the implementation is getting Clang to annotate definition
expressions of declaration statements so that ConstSanitizer can ignore them.
The code implementing this is in:
~/abs/src/llvm-csan-0.0.1/tools/clang/lib/CodeGen/CGDebugInfo.cpp and
~/abs/src/llvm-csan-0.0.1/tools/clang/lib/CodeGen/CGDebugInfo.h. The part
of the code generation we instrument is in
~/abs/src/llvm-csan-0.0.1/tools/clang/lib/CodeGen/CGDecl.cpp within the
EmitAutoVarDecl method. The heart of our implementation is located at:
~/abs/src/llvm-csan-0.0.1/lib/Transforms/Instrumentation/ConstSanitizer.cpp.
This file corresponds to the instrumentation of LLVM bit code that implements
our runtime const tracking. The computation of the shadow values is in the
getShadowVal method. The runtime library is located at:
~/abs/src/llvm-csan-0.0.1/projects/compiler-rt/lib/csan/csan.cc. This file
contains the implementation that reports the stack traces at runtime. The modification to get Clang to recongize our new sanitizer option is located
at: ~/abs/src/llvm-csan-0.0.1/tools/clang/lib/CodeGen/BackendUtil.cpp.",3
https://github.com/eyolfson/research-2016-ecoop-artifact,## Experiments,"  All experiments are located in the experiments directory. To instrument a
project, for example Ninja, do the following: cd ~/experiments
python build.py ninja
 The build script stores any build-time violations (for instance, that occur
while running a project's tests as part of the build) in the experiments
directory, in a file named PACKAGE-build.log. Ninja is an example of a project
that runs tests as part of its build. To create groupings for manual inspection, run python group.py ninja. The group.py script collects all results from log files with
the specified project name. The next subsections give examples of how we obtained the results in the paper.",3
https://github.com/eyolfson/research-2016-ecoop-artifact,### Protobuf,"  Similar to the Ninja example above, tests are run as part of the build process.
So you may do the following: cd ~/experiments
python build.py protobuf
python group.py protobuf-build
 These results should be comparable to ~/results/protobuf.txt after
organization. Note that running the tests produces many
protobuf-build.log.XXXXX files. While the group.py script does
combine all build log files, the resulting file still contains a
separate section for each build log file. We manually combined these
sections and report combined results from all build logs. Note that before manual post-processing we found 216 unique warnings with 169736
occurences. There was one archetype, relating to message targets, we could not
determine and did not include in the paper. This archetype had 133 unique
warnings with 14638 occurences and were manually identified. We also had a false
positive due to incorrect debugging information (we believe). This archetype had
7 unique locations with 27454 occurences. Manually removing these results should
exactly match the results in the paper.",3
https://github.com/eyolfson/research-2016-ecoop-artifact,### LevelDB,"  Similar to above, tests are run as part of the build process.",3
https://github.com/eyolfson/research-2016-ecoop-artifact,### Fish,"  We obtained the Fish results by running the shell, following these steps: cd ~/experiments
python build.py fish
CSAN_OPTIONS=log_path=fish.log fish/pkg/fish/usr/bin/fish
 Then press control-D to exit. Afterwards you can do the same as with Ninja: python group.py fish
 These results should correspond to the paper.",3
https://github.com/eyolfson/research-2016-ecoop-artifact,### Mosh,"  cd ~/experiments
python build.py mosh
CSAN_OPTIONS=log_path=mosh.log mosh/pkg/mosh/usr/bin/mosh --client=/home/ecoop-2016/experiments/mosh/pkg/mosh/usr/bin/mosh-client --server=/home/ecoop-2016/experiments/mosh/pkg/mosh/usr/bin/mosh-server localhost
 Answer yes to the certificate (if prompted) and login using the same information
used for the virtual machine (username ecoop-2016, password ecoop-2016). Again, similar to the last case, use the group script: python group.py mosh
 These results should correspond to the paper (there may be more unique locations
than in the paper).",3
https://github.com/eyolfson/research-2016-ecoop-artifact,### LLVM,"  Similar to Ninja, LLVM compiles llvm-tblgen and executes it as part of its
build process. Therefore after running the build script the results should be
accessible with: cd ~/experiments
python group.py llvm-build
",3
https://github.com/eyolfson/research-2016-ecoop-artifact,### Tesseract,"  Similar to Fish, we run the executable. You may need to also include
LD_LIBRARY_PATH like so: cd ~/experiments
python build.py tesseract
CSAN_OPTIONS=log_path=tesseract.log LD_LIBRARY_PATH=tesseract/pkg/tesseract/usr/lib tesseract/pkg/tesseract/usr/bin/tesseract stdin stdout
 You should get an error along the lines of ""error opening data file"", and
tesseract immediately exits. However, there will be some results, as before run: python group.py tesseract
",3
https://github.com/eyolfson/research-2016-ecoop-artifact,### Ninja,"  In this case, as part of the build process, the tests are run. Therefore the
ninja-build.log.XXXXX shows what violations occur as part of the test suite.
If you open this file and observe it, the first non-standard library portion of
the stack trace should be in src/disk_interface_test.cc:226:3 matching the
results of the paper. There should be 4 unique source locations, starting in
the standard library, for all violations. To find these unique source
locations, like for all other experiments, use the group script: cd ~/experiments
python group.py ninja-build
 This will group the raw results into unique locations and also give the
dynamic violation count.",3
https://github.com/eyolfson/research-2016-ecoop-artifact,### Wayland / Weston,"  First build Wayland and install the package: cd ~/experiments
python build.py wayland
sudo pacman -U wayland/wayland-1.9.0-1-x86_64.pkg.tar.xz
 Then you can build weston: python build.py weston
 Again, run the produced executable: CSAN_OPTIONS=log_path=weston.log weston/pkg/weston/usr/bin/weston
",3
https://github.com/eyolfson/research-2016-ecoop-artifact,## Timing,"  To collect the timing results, for example for Protobuf, do the following: cd ~/experiments
python time.py protobuf
 Note that you'll have to clear all the build files between each run. Do that
with the following command (you need to cd into the project directory first). cd ~/experiments/protobuf
rm -rf src pkg *.pkg.tar.xz
 The resulting files will be in /tmp/time-protobuf-build and
/tmp/time-protobuf-check. The last 3 lines of the first file indicate how
long it took to build with the tool enabled. The last 3 lines of the second
file indicate how long it took to run the tests with the tool enabled. After
recording these numbers you can do the same procedure with the tool disabled.
To collect the timing (after cleaning) results do: cd ~/experiments
python time-disable-csan.py protobuf
",3
https://github.com/eyolfson/research-2016-ecoop-artifact,## Results,"  Our results are in the results directory, organized by project name. These
files represent our findings organized by manually categorizing the violations
and putting them all under the same heading. The remaining results show the
number of violations at each source location. These violations are annotated
with source locations.",3
